docType,billId,billNumber,session,title,description,status,statusDate,last_action,last_action_date,url,pdf_link,txt_link,amendments,amendment_links,seeAlso,history
Assembly Bill,1981754,AB62,2025-2026 Regular Session,"Health care costs omnibus, granting rule-making authority, making an appropriation, and providing a penalty. (FE)","An Act to repeal 49.45 (18) (ag); to renumber and amend 632.895 (6); to amend 49.45 (18) (ac), 609.83 and 632.895 (6) (title); to create 15.07 (3) (bm) 7., 15.735, 20.145 (1) (a), 20.145 (1) (g) 4., 49.45 (18) (b) 8., 255.056 (2g), 450.085 (3), 601.31 (1) (nv), 601.31 (1) (nw), 601.41 (14), 601.415 (14), 601.56, 601.57, 601.575, subchapter VI of chapter 601 [precedes 601.78], 632.865 (2m), 632.868, 632.869 and 632.895 (6) (b) of the statutes; Relating to: health care costs omnibus, granting rule-making authority, making an appropriation, and providing a penalty. (FE)",Introduced,2025-02-24,"Read first time and referred to Committee on Health, Aging and Long-Term Care",2025-02-24,https://legiscan.com/WI/bill/AB62/2025,Bill Text/bill_3138976.pdf,Bill Text/bill_3138976.txt,,,,,"2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Health, Aging and Long-Term Care"
Assembly Bill,1981816,AB63,2025-2026 Regular Session,Financing the operating costs and certain out-of-state projects of nonprofit institutions and compensation of employees of the Wisconsin Health and Educational Facilities Authority. (FE),"An Act to amend 231.02 (2), 231.03 (13) and 231.08 (8); to create 231.03 (6) (L) of the statutes; Relating to: financing the operating costs and certain out-of-state projects of nonprofit institutions and compensation of employees of the Wisconsin Health and Educational Facilities Authority. (FE)",Introduced,2025-02-24,Fiscal estimate received,2025-02-26,https://legiscan.com/WI/bill/AB63/2025,Bill Text/bill_3139037.pdf,Bill Text/bill_3139037.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on State Affairs; 2025-02-26 - Fiscal estimate received
Assembly Bill,1981731,AB64,2025-2026 Regular Session,An income tax subtraction for certain expenses paid by a school teacher. (FE),An Act to create 71.05 (6) (b) 57. of the statutes; Relating to: an income tax subtraction for certain expenses paid by a school teacher. (FE),Introduced,2025-02-24,Read first time and referred to Committee on Ways and Means,2025-02-24,https://legiscan.com/WI/bill/AB64/2025,Bill Text/bill_3138952.pdf,Bill Text/bill_3138952.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Ways and Means
Assembly Bill,1981915,AB65,2025-2026 Regular Session,Entering certain places with intent to commit battery and providing a penalty.,An Act to amend 943.10 (1m) (intro.) of the statutes; Relating to: entering certain places with intent to commit battery and providing a penalty.,Introduced,2025-02-24,Read first time and referred to Committee on Criminal Justice and Public Safety,2025-02-24,https://legiscan.com/WI/bill/AB65/2025,Bill Text/bill_3139133.pdf,Bill Text/bill_3139133.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Criminal Justice and Public Safety
Assembly Bill,1981891,AB66,2025-2026 Regular Session,Dismissing or amending certain criminal charges and deferred prosecution agreements for certain crimes.,"An Act to repeal 971.37; to amend 20.410 (1) (gL), 20.437 (1) (hh), 814.75 (8), 814.75 (8m), 814.76 (6), 814.80 (6), 814.81 (6), 971.38 (1) and 971.39 (1) (intro.); to create 967.056 and 968.075 (7) (c) of the statutes; Relating to: dismissing or amending certain criminal charges and deferred prosecution agreements for certain crimes.",Introduced,2025-02-24,Public hearing held,2025-03-04,https://legiscan.com/WI/bill/AB66/2025,Bill Text/bill_3139111.pdf,Bill Text/bill_3139111.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Judiciary; 2025-03-04 - Public hearing held
Assembly Bill,1981827,AB67,2025-2026 Regular Session,Venue for actions in which there is a governmental party.,"An Act to amend 801.50 (6) and 814.61 (2) (title); to create 753.067, 801.50 (4r) and 814.61 (2) (c) of the statutes; Relating to: venue for actions in which there is a governmental party.",Introduced,2025-02-24,Read first time and referred to Committee on Judiciary,2025-02-24,https://legiscan.com/WI/bill/AB67/2025,Bill Text/bill_3139049.pdf,Bill Text/bill_3139049.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Judiciary
Assembly Bill,1981977,AB68,2025-2026 Regular Session,The prescription drug monitoring program. (FE),"An Act to amend 961.385 (2) (cs) 1., 961.385 (5) (b) and 961.385 (6) (a) of the statutes; Relating to: the prescription drug monitoring program. (FE)",Introduced,2025-02-24,Representative Subeck added as a coauthor,2025-03-04,https://legiscan.com/WI/bill/AB68/2025,Bill Text/bill_3139191.pdf,Bill Text/bill_3139191.txt,,,,,"2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Health, Aging and Long-Term Care; 2025-02-26 - Fiscal estimate received; 2025-03-04 - Representative Subeck added as a coauthor"
Assembly Bill,1981720,AB69,2025-2026 Regular Session,The sales and use tax exemption for electricity and natural gas sold for residential use. (FE),An Act to amend 77.54 (30) (a) 2. of the statutes; Relating to: the sales and use tax exemption for electricity and natural gas sold for residential use. (FE),Introduced,2025-02-24,Fiscal estimate received,2025-02-28,https://legiscan.com/WI/bill/AB69/2025,Bill Text/bill_3138942.pdf,Bill Text/bill_3138942.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Ways and Means; 2025-02-28 - Fiscal estimate received
Assembly Bill,1981940,AB70,2025-2026 Regular Session,A disclaimer of parental rights and payments allowed in connection with an adoption.,"An Act to amend 48.41 (1), 48.42 (2) (a), 48.46 (2), 48.837 (5) and 48.91 (3); to create 48.41 (2) (bm) and 48.913 (1) (em) of the statutes; Relating to: a disclaimer of parental rights and payments allowed in connection with an adoption.",Introduced,2025-02-24,Read first time and referred to Committee on Children and Families,2025-02-24,https://legiscan.com/WI/bill/AB70/2025,Bill Text/bill_3139156.pdf,Bill Text/bill_3139156.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Children and Families
Assembly Bill,1981928,AB71,2025-2026 Regular Session,School district operating referenda.,"An Act to amend 121.91 (3) (a) 1., 121.91 (3) (c) and 121.91 (7) of the statutes; Relating to: school district operating referenda.",Introduced,2025-02-24,Representative Melotik added as a coauthor,2025-02-25,https://legiscan.com/WI/bill/AB71/2025,Bill Text/bill_3139145.pdf,Bill Text/bill_3139145.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Education; 2025-02-25 - Representative Melotik added as a coauthor
Assembly Bill,1981952,AB72,2025-2026 Regular Session,Ratification of the Driver License Compact. (FE),An Act to create 85.65 of the statutes; Relating to: ratification of the Driver License Compact. (FE),Introduced,2025-02-24,Representative Behnke added as a coauthor,2025-02-26,https://legiscan.com/WI/bill/AB72/2025,Bill Text/bill_3139167.pdf,Bill Text/bill_3139167.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Transportation; 2025-02-26 - Representative Behnke added as a coauthor
Assembly Bill,1981803,AB73,2025-2026 Regular Session,Statutory recognition of specialized treatment court and commercial court dockets.,An Act to create chapter 798 of the statutes; Relating to: statutory recognition of specialized treatment court and commercial court dockets.,Introduced,2025-02-24,Read first time and referred to Committee on Mental Health and Substance Abuse Prevention,2025-02-24,https://legiscan.com/WI/bill/AB73/2025,Bill Text/bill_3139024.pdf,Bill Text/bill_3139024.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Mental Health and Substance Abuse Prevention
Assembly Bill,1988072,AB74,2025-2026 Regular Session,Parental notification of alleged sexual misconduct by a school staff member. (FE),An Act to create 118.07 (6) of the statutes; Relating to: parental notification of alleged sexual misconduct by a school staff member. (FE),Introduced,2025-02-28,Public hearing held,2025-03-05,https://legiscan.com/WI/bill/AB74/2025,Bill Text/bill_3147401.pdf,Bill Text/bill_3147401.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Criminal Justice and Public Safety; 2025-03-05 - Public hearing held
Assembly Bill,1988277,AB75,2025-2026 Regular Session,Department of Justice collection and reporting of certain criminal case data. (FE),"An Act to create 165.845 (1r) (a) 3., 165.845 (1r) (f) and 758.19 (8) of the statutes; Relating to: Department of Justice collection and reporting of certain criminal case data. (FE)",Introduced,2025-02-28,Public hearing held,2025-03-04,https://legiscan.com/WI/bill/AB75/2025,Bill Text/bill_3147564.pdf,Bill Text/bill_3147564.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Judiciary; 2025-03-03 - Representative Maxey added as a coauthor; 2025-03-04 - Public hearing held
Assembly Bill,1988794,AB76,2025-2026 Regular Session,Creating an individual income tax deduction for certain income earned by an individual from the practice of psychiatry or from providing psychiatric or mental health services. (FE),"An Act to create 71.05 (6) (b) 57., 71.53 (2) (g) and 71.77 (9) of the statutes; Relating to: creating an individual income tax deduction for certain income earned by an individual from the practice of psychiatry or from providing psychiatric or mental health services. (FE)",Introduced,2025-02-28,Read first time and referred to Committee on Ways and Means,2025-02-28,https://legiscan.com/WI/bill/AB76/2025,Bill Text/bill_3148157.pdf,Bill Text/bill_3148157.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Ways and Means
Assembly Bill,1988936,AB77,2025-2026 Regular Session,Registration plate concealment devices and providing a penalty.,An Act to create 347.495 and 347.50 (6) of the statutes; Relating to: registration plate concealment devices and providing a penalty.,Introduced,2025-02-28,Read first time and referred to Committee on Transportation,2025-02-28,https://legiscan.com/WI/bill/AB77/2025,Bill Text/bill_3148286.pdf,Bill Text/bill_3148286.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Transportation
Assembly Bill,1988818,AB78,2025-2026 Regular Session,Impoundment of vehicles used in certain reckless driving offenses. (FE),An Act to amend 349.115 (1) and 349.115 (3); to create 349.115 (1m) of the statutes; Relating to: impoundment of vehicles used in certain reckless driving offenses. (FE),Introduced,2025-02-28,Read first time and referred to Committee on Criminal Justice and Public Safety,2025-02-28,https://legiscan.com/WI/bill/AB78/2025,Bill Text/bill_3148179.pdf,Bill Text/bill_3148179.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Criminal Justice and Public Safety
Assembly Bill,1988628,AB79,2025-2026 Regular Session,Prosecuting or adjudicating delinquent a person under the age of 18 for committing an act of prostitution.,"An Act to amend 51.20 (13) (cr), 165.76 (1) (am), 938.34 (15) (a) 1., 944.30 (1m) (intro.), 944.30 (2m) and 973.015 (2m) (intro.) of the statutes; Relating to: prosecuting or adjudicating delinquent a person under the age of 18 for committing an act of prostitution.",Introduced,2025-02-28,Read first time and referred to Committee on Criminal Justice and Public Safety,2025-02-28,https://legiscan.com/WI/bill/AB79/2025,Bill Text/bill_3148005.pdf,Bill Text/bill_3148005.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Criminal Justice and Public Safety
Assembly Bill,1988580,AB80,2025-2026 Regular Session,Ratification of the Social Work Licensure Compact. (FE),"An Act to renumber 457.25 (1); to amend 46.90 (4) (ab) 4., 48.56 (2), 48.561 (2), 49.45 (30j) (a) 1., 51.03 (6) (a), 55.043 (1m) (a) 4., 146.81 (1) (hg), 146.89 (1) (r) 6., 146.89 (1) (r) 7., 146.997 (1) (d) 11., 252.14 (1) (ar) 7., 252.15 (1) (er), 253.10 (2) (f), 303.08 (1) (f), 440.03 (13) (b) (intro.), 440.15, 446.01 (1v) (m), 450.10 (3) (a) 10., 457.01 (1c), 457.01 (1r), 457.01 (10), 457.02 (5) and (5m), 457.03 (2), 457.033, 457.035 (2), 457.04 (1), 457.04 (2), 457.04 (4), 457.04 (7), 457.09 (4) (b) 1., 457.09 (4) (b) 2., 457.24 (1), 457.26 (2) (intro.) and 905.04 (1) (g); to repeal and recreate 632.89 (1) (dm); to create 14.898, 440.03 (11m) (c) 2v., 440.03 (13) (c) 1. id., 457.01 (5g), 457.01 (5j), 457.01 (12), 457.08 (4m), 457.25 (1g) and subchapter III of chapter 457 [precedes 457.70] of the statutes; Relating to: ratification of the Social Work Licensure Compact. (FE)",Introduced,2025-02-28,Representatives Fitzgerald and Subeck added as coauthors,2025-03-03,https://legiscan.com/WI/bill/AB80/2025,Bill Text/bill_3147962.pdf,Bill Text/bill_3147962.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Children and Families; 2025-03-03 - Representatives Fitzgerald and Subeck added as coauthors
Assembly Bill,1988724,AB81,2025-2026 Regular Session,Excluding expenditures funded by referenda from shared costs for the purpose of determining equalization aid for school districts. (FE),An Act to amend 121.07 (6) (a) (intro.) and 121.07 (6) (am); to create 121.07 (6) (ap) of the statutes; Relating to: excluding expenditures funded by referenda from shared costs for the purpose of determining equalization aid for school districts. (FE),Introduced,2025-02-28,Fiscal estimate received,2025-03-04,https://legiscan.com/WI/bill/AB81/2025,Bill Text/bill_3148090.pdf,Bill Text/bill_3148090.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Education; 2025-03-04 - Fiscal estimate received
Assembly Bill,1988982,AB82,2025-2026 Regular Session,Exempting certain conveyances between grandparents and grandchildren from the real estate transfer fee. (FE),An Act to amend 77.25 (8) of the statutes; Relating to: exempting certain conveyances between grandparents and grandchildren from the real estate transfer fee. (FE),Introduced,2025-02-28,Representative O'Connor added as a coauthor,2025-03-03,https://legiscan.com/WI/bill/AB82/2025,Bill Text/bill_3148330.pdf,Bill Text/bill_3148330.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Housing and Real Estate; 2025-03-03 - Representative O'Connor added as a coauthor
Assembly Bill,1988890,AB83,2025-2026 Regular Session,Governmental restrictions based on the energy source of a motor vehicle or other device.,An Act to amend 20.931 (title); to create 20.931 (1) (am) and 20.931 (3) of the statutes; Relating to: governmental restrictions based on the energy source of a motor vehicle or other device.,Introduced,2025-02-28,Read first time and referred to Committee on State Affairs,2025-02-28,https://legiscan.com/WI/bill/AB83/2025,Bill Text/bill_3148245.pdf,Bill Text/bill_3148245.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on State Affairs
Assembly Bill,1988557,AB84,2025-2026 Regular Session,Prostitution crime surcharge and making an appropriation. (FE),"An Act to amend 20.455 (2) (hd) and 48.48 (19); to create 20.437 (1) (hf), 814.75 (28), 814.76 (21), 944.35 and 973.05 (2m) (fr) of the statutes; Relating to: prostitution crime surcharge and making an appropriation. (FE)",Introduced,2025-02-28,Read first time and referred to Committee on Criminal Justice and Public Safety,2025-02-28,https://legiscan.com/WI/bill/AB84/2025,Bill Text/bill_3147940.pdf,Bill Text/bill_3147940.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Criminal Justice and Public Safety
Assembly Bill,1988958,AB85,2025-2026 Regular Session,"Recommendation to revoke extended supervision, parole, or probation if a person is charged with a crime. (FE)","An Act to amend 302.113 (8m) (a), 302.114 (8m) (a), 304.06 (3) and 973.10 (2) (intro.) of the statutes; Relating to: recommendation to revoke extended supervision, parole, or probation if a person is charged with a crime. (FE)",Introduced,2025-02-28,Public hearing held,2025-03-04,https://legiscan.com/WI/bill/AB85/2025,Bill Text/bill_3148305.pdf,Bill Text/bill_3148305.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Judiciary; 2025-03-04 - Public hearing held
Assembly Bill,1988746,AB86,2025-2026 Regular Session,Imposing the penalty of life imprisonment for the crime of child trafficking and providing a penalty. (FE),"An Act to renumber and amend 948.051 (1) and 948.051 (2); to amend 302.114 (1), 303.065 (1) (b) 2., 304.02 (5) and 973.014 (2); to create 948.051 (1) (b) and 948.051 (2) (a) and (b) of the statutes; Relating to: imposing the penalty of life imprisonment for the crime of child trafficking and providing a penalty. (FE)",Introduced,2025-02-28,Read first time and referred to Committee on Judiciary,2025-02-28,https://legiscan.com/WI/bill/AB86/2025,Bill Text/bill_3148110.pdf,Bill Text/bill_3148110.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Judiciary
Assembly Bill,1988652,AB87,2025-2026 Regular Session,Restitution orders following a conviction for human trafficking and restoration of the right to vote to a person barred from voting as a result of a felony conviction. (FE),An Act to amend 304.078 (3) and 973.20 (10) (a) of the statutes; Relating to: restitution orders following a conviction for human trafficking and restoration of the right to vote to a person barred from voting as a result of a felony conviction. (FE),Introduced,2025-02-28,Public hearing held,2025-03-04,https://legiscan.com/WI/bill/AB87/2025,Bill Text/bill_3148026.pdf,Bill Text/bill_3148026.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Judiciary; 2025-03-04 - Public hearing held
Assembly Bill,1988604,AB88,2025-2026 Regular Session,"Civil action for injury or damages resulting from riot or vandalism, participation in a riot, prohibiting certain limitations or restrictions on law enforcement responses to riot or vandalism activity, and providing a penalty.","An Act to create 66.0511 (5), 895.4465 and 947.065 of the statutes; Relating to: civil action for injury or damages resulting from riot or vandalism, participation in a riot, prohibiting certain limitations or restrictions on law enforcement responses to riot or vandalism activity, and providing a penalty.",Introduced,2025-02-28,Read first time and referred to Committee on Judiciary,2025-02-28,https://legiscan.com/WI/bill/AB88/2025,Bill Text/bill_3147985.pdf,Bill Text/bill_3147985.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Judiciary
Assembly Bill,1988843,AB89,2025-2026 Regular Session,Theft crimes and providing a penalty. (FE),"An Act to create 943.20 (5), 943.50 (6), 971.19 (2m) and 971.36 (5) of the statutes; Relating to: theft crimes and providing a penalty. (FE)",Introduced,2025-02-28,Public hearing held,2025-03-05,https://legiscan.com/WI/bill/AB89/2025,Bill Text/bill_3148201.pdf,Bill Text/bill_3148201.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Criminal Justice and Public Safety; 2025-03-05 - Public hearing held
Assembly Bill,1988492,AB90,2025-2026 Regular Session,Copies of and inspection or disclosure of information contained in certain vital records. (FE),"An Act to amend 69.20 (2) (b), 69.21 (1) (a) 2. a., 69.21 (2) (a), 69.21 (2) (b), 69.21 (2) (d) 1. and 69.30 (3) of the statutes; Relating to: copies of and inspection or disclosure of information contained in certain vital records. (FE)",Introduced,2025-02-28,Read first time and referred to Committee on State Affairs,2025-02-28,https://legiscan.com/WI/bill/AB90/2025,Bill Text/bill_3147879.pdf,Bill Text/bill_3147879.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on State Affairs
Assembly Bill,1988700,AB91,2025-2026 Regular Session,The requirement that first class cities and first class city school districts place school resource officers in schools. (FE),"An Act to renumber and amend 62.90 (8); to amend 79.02 (2) (b) and 79.02 (3); to create 62.90 (8) (c), (d) and (e), 79.02 (4) and 115.437 (2) (b) 3. of the statutes; Relating to: the requirement that first class cities and first class city school districts place school resource officers in schools. (FE)",Introduced,2025-02-28,Fiscal estimate received,2025-03-05,https://legiscan.com/WI/bill/AB91/2025,Bill Text/bill_3148069.pdf,Bill Text/bill_3148069.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Criminal Justice and Public Safety; 2025-03-05 - Public hearing held; 2025-03-05 - Fiscal estimate received
Assembly Bill,1988770,AB92,2025-2026 Regular Session,Spinal cord injury research grants and symposia and making an appropriation. (FE),"An Act to create 15.197 (20), 20.435 (1) (cd) and 255.45 of the statutes; Relating to: spinal cord injury research grants and symposia and making an appropriation. (FE)",Introduced,2025-02-28,Representative Bare added as a coauthor,2025-03-03,https://legiscan.com/WI/bill/AB92/2025,Bill Text/bill_3148133.pdf,Bill Text/bill_3148133.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Colleges and Universities; 2025-03-03 - Representative Bare added as a coauthor
Assembly Bill,1988677,AB93,2025-2026 Regular Session,The distribution and labeling of fertilizers and soil or plant additives produced from manure. (FE),"An Act to renumber 94.64 (1) (a); to amend 94.64 (3m) (a) (intro.), 94.64 (3m) (a) 1., 94.64 (9) (c), 94.65 (4) (a) (intro.) and 94.65 (4) (b); to create 94.64 (1) (ag), 94.64 (1) (u), 94.64 (2) (f), 94.64 (3m) (a) 3., 94.65 (1) (bm), 94.65 (1) (fm) and 94.65 (5m) of the statutes; Relating to: the distribution and labeling of fertilizers and soil or plant additives produced from manure. (FE)",Introduced,2025-02-28,Read first time and referred to Committee on Agriculture,2025-02-28,https://legiscan.com/WI/bill/AB93/2025,Bill Text/bill_3148049.pdf,Bill Text/bill_3148049.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Agriculture
Assembly Bill,1988535,AB94,2025-2026 Regular Session,"Ratification of the agreement negotiated between the State of Wisconsin and the Wisconsin State Building Trades Negotiating Committee, for the 2024-25 fiscal year, covering employees in the building trades crafts collective bargaining unit, and authorizing an expenditure of funds. (FE)","An Act Relating to: ratification of the agreement negotiated between the State of Wisconsin and the Wisconsin State Building Trades Negotiating Committee, for the 2024-25 fiscal year, covering employees in the building trades crafts collective bargaining unit, and authorizing an expenditure of funds. (FE)",Introduced,2025-02-28,Read first time and referred to Committee on Rules,2025-02-28,https://legiscan.com/WI/bill/AB94/2025,Bill Text/bill_3147921.pdf,Bill Text/bill_3147921.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Rules
Assembly Bill,1988866,AB95,2025-2026 Regular Session,"Ratification of the agreement negotiated between the University of Wisconsin-Madison and the Wisconsin State Building Trades Negotiating Committee, for the 2024-25 fiscal year, covering employees in the building trades crafts collective bargaining unit, and authorizing an expenditure of funds. (FE)","An Act Relating to: ratification of the agreement negotiated between the University of Wisconsin-Madison and the Wisconsin State Building Trades Negotiating Committee, for the 2024-25 fiscal year, covering employees in the building trades crafts collective bargaining unit, and authorizing an expenditure of funds. (FE)",Introduced,2025-02-28,Read first time and referred to Committee on Rules,2025-02-28,https://legiscan.com/WI/bill/AB95/2025,Bill Text/bill_3148222.pdf,Bill Text/bill_3148222.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Rules
Assembly Bill,1988513,AB96,2025-2026 Regular Session,"Ratification of the agreement negotiated between the Board of Regents of the University of Wisconsin System and the Wisconsin State Building Trades Negotiating Committee, for the 2024-25 fiscal year, covering employees in the building trades crafts collective bargaining unit, and authorizing an expenditure of funds. (FE)","An Act Relating to: ratification of the agreement negotiated between the Board of Regents of the University of Wisconsin System and the Wisconsin State Building Trades Negotiating Committee, for the 2024-25 fiscal year, covering employees in the building trades crafts collective bargaining unit, and authorizing an expenditure of funds. (FE)",Introduced,2025-02-28,Read first time and referred to Committee on Rules,2025-02-28,https://legiscan.com/WI/bill/AB96/2025,Bill Text/bill_3147899.pdf,Bill Text/bill_3147899.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Rules
Assembly Bill,1988913,AB97,2025-2026 Regular Session,Extension of eligibility under the Medical Assistance program for postpartum women. (FE),"An Act to amend 49.46 (1) (a) 1m., 49.46 (1) (j), 49.47 (4) (ag) 2., 49.471 (6) (b) and 49.471 (7) (b) 1. of the statutes; Relating to: extension of eligibility under the Medical Assistance program for postpartum women. (FE)",Introduced,2025-02-28,Read first time and referred to Committee on Regulatory Licensing Reform,2025-02-28,https://legiscan.com/WI/bill/AB97/2025,Bill Text/bill_3148265.pdf,Bill Text/bill_3148265.txt,,,,,2025-02-28 - Introduced; 2025-02-28 - Read first time and referred to Committee on Regulatory Licensing Reform
Assembly Bill,1989594,AB98,2025-2026 Regular Session,Pupils wearing traditional tribal regalia at a graduation ceremony or school-sponsored event.,An Act to create 118.335 of the statutes; Relating to: pupils wearing traditional tribal regalia at a graduation ceremony or school-sponsored event.,Introduced,2025-03-03,Senator Jacque added as a cosponsor,2025-03-05,https://legiscan.com/WI/bill/AB98/2025,Bill Text/bill_3149943.pdf,Bill Text/bill_3149943.txt,,,,,2025-03-03 - Introduced; 2025-03-03 - Read first time and referred to Committee on State Affairs; 2025-03-05 - Public hearing held; 2025-03-05 - Senator Jacque added as a cosponsor
Assembly Bill,1989998,AB99,2025-2026 Regular Session,Authorization for tribal governments to copy certified copies of vital records for administrative use.,An Act to amend 69.30 (2); to create 69.30 (1) (cm) of the statutes; Relating to: authorization for tribal governments to copy certified copies of vital records for administrative use.,Introduced,2025-03-03,Read first time and referred to Committee on State Affairs,2025-03-03,https://legiscan.com/WI/bill/AB99/2025,Bill Text/bill_3150296.pdf,Bill Text/bill_3150296.txt,,,,,2025-03-03 - Introduced; 2025-03-03 - Read first time and referred to Committee on State Affairs
Assembly Bill,1989896,AB100,2025-2026 Regular Session,Designating athletic sports and teams operated or sponsored by public schools or private schools participating in a parental choice program based on the sex of the participants.,An Act to amend 118.13 (1); to create 118.132 of the statutes; Relating to: designating athletic sports and teams operated or sponsored by public schools or private schools participating in a parental choice program based on the sex of the participants.,Introduced,2025-03-03,Read first time and referred to Committee on Education,2025-03-03,https://legiscan.com/WI/bill/AB100/2025,Bill Text/bill_3150208.pdf,Bill Text/bill_3150208.txt,,,,,2025-03-03 - Introduced; 2025-03-03 - Read first time and referred to Committee on Education
Assembly Bill,1989796,AB101,2025-2026 Regular Session,Requiring school districts to report information related to American Indian children attending school in the school district.,An Act to create 120.18 (1) (cm) of the statutes; Relating to: requiring school districts to report information related to American Indian children attending school in the school district.,Introduced,2025-03-03,Read first time and referred to Committee on Education,2025-03-03,https://legiscan.com/WI/bill/AB101/2025,Bill Text/bill_3150119.pdf,Bill Text/bill_3150119.txt,,,,,2025-03-03 - Introduced; 2025-03-03 - Read first time and referred to Committee on Education
Assembly Bill,1989693,AB102,2025-2026 Regular Session,Designating University of Wisconsin and technical college sports and athletic teams based on the sex of the participants.,An Act to amend 36.12 (1) and 38.23 (1); to create 36.25 (58) and 38.12 (15) of the statutes; Relating to: designating University of Wisconsin and technical college sports and athletic teams based on the sex of the participants.,Introduced,2025-03-03,Read first time and referred to Committee on Colleges and Universities,2025-03-03,https://legiscan.com/WI/bill/AB102/2025,Bill Text/bill_3150029.pdf,Bill Text/bill_3150029.txt,,,,,2025-03-03 - Introduced; 2025-03-03 - Read first time and referred to Committee on Colleges and Universities
Assembly Bill,1990954,AB103,2025-2026 Regular Session,School board policies related to changing a pupil’s legal name and pronouns.,An Act to create 118.1255 of the statutes; Relating to: school board policies related to changing a pupil’s legal name and pronouns.,Introduced,2025-03-04,Senator Tomczyk added as a cosponsor,2025-03-05,https://legiscan.com/WI/bill/AB103/2025,Bill Text/bill_3151849.pdf,Bill Text/bill_3151849.txt,,,,,2025-03-04 - Introduced; 2025-03-04 - Read first time and referred to Committee on Education; 2025-03-04 - Representative Murphy added as a coauthor; 2025-03-05 - Representative Goeben added as a coauthor; 2025-03-05 - Senator Tomczyk added as a cosponsor
Assembly Resolution,1903249,AR1,2025-2026 Regular Session,Notifying the senate and the governor that the 2025-2026 assembly is organized.,Relating to: notifying the senate and the governor that the 2025-2026 assembly is organized.,Signed,2025-01-06,"Adopted, Ayes 98, Noes 0",2025-01-06,https://legiscan.com/WI/bill/AR1/2025,Bill Text/bill_3039921.pdf,Bill Text/bill_3039921.txt,,,,,"2025-01-06 - Introduced; 2025-01-06 - Privileged and read; 2025-01-06 - Adopted, Ayes 98, Noes 0"
Assembly Resolution,1903016,AR2,2025-2026 Regular Session,Establishing the assembly committee structure and names for the 2025-2026 legislative session.,To repeal and recreate assembly rule 9 (1); Relating to: establishing the assembly committee structure and names for the 2025-2026 legislative session.,Signed,2025-01-06,"Adopted, Ayes 84, Noes 14",2025-01-06,https://legiscan.com/WI/bill/AR2/2025,Bill Text/bill_3039704.pdf,Bill Text/bill_3039704.txt,,,,,"2025-01-06 - Introduced; 2025-01-06 - Privileged and read; 2025-01-06 - Adopted, Ayes 84, Noes 14"
