docType,billId,billNumber,session,title,description,status,statusDate,last_action,last_action_date,url,pdf_link,txt_link,amendments,amendment_links,seeAlso,history
Senate Bill,1956389,SB25,2025-2026 Regular Session,Court-issued criminal complaints in officer-involved deaths.,An Act to renumber 968.02 (3) and 968.26 (2) (d); to create 968.02 (3) (b) and 968.26 (2) (d) 2. of the statutes; Relating to: court-issued criminal complaints in officer-involved deaths.,Introduced,2025-02-05,Available for scheduling,2025-02-18,https://legiscan.com/WI/bill/SB25/2025,Bill Text/bill_3101144.pdf,Bill Text/bill_3101144.txt,,,,,"2025-02-05 - Introduced; 2025-02-05 - Read first time and referred to Committee on Judiciary and Public Safety; 2025-02-05 - Representative Swearingen added as a cosponsor; 2025-02-06 - Public hearing held; 2025-02-10 - Senator James added as a coauthor; 2025-02-18 - Executive action taken; 2025-02-18 - Report without recommendation pursuant to s. 227.26 (2)(h), Wisconsin Statutes; 2025-02-18 - Available for scheduling"
Senate Bill,1956587,SB26,2025-2026 Regular Session,Technical colleges’ lease of their facilities to others. (FE),An Act to amend 38.14 (2) (d) 1. of the statutes; Relating to: technical colleges’ lease of their facilities to others. (FE),Introduced,2025-02-05,Fiscal estimate received,2025-03-04,https://legiscan.com/WI/bill/SB26/2025,Bill Text/bill_3101531.pdf,Bill Text/bill_3101531.txt,,,,,"2025-02-05 - Introduced; 2025-02-05 - Read first time and referred to Committee on Mental Health, Substance Abuse Prevention, Children and Families; 2025-02-11 - Public hearing held; 2025-02-13 - Executive action taken; 2025-02-13 - Report passage recommended by Committee on Mental Health, Substance Abuse Prevention, Children and Families, Ayes 5, Noes 0; 2025-02-13 - Available for scheduling; 2025-02-19 - Representative Tusler added as a cosponsor; 2025-03-04 - Fiscal estimate received"
Senate Bill,1962801,SB27,2025-2026 Regular Session,Requiring state employees to perform their work at the offices of their employer. (FE),An Act to create 230.35 (6) of the statutes; Relating to: requiring state employees to perform their work at the offices of their employer. (FE),Introduced,2025-02-07,Fiscal estimate received,2025-02-28,https://legiscan.com/WI/bill/SB27/2025,Bill Text/bill_3109058.pdf,Bill Text/bill_3109058.txt,,,,,"2025-02-07 - Introduced; 2025-02-07 - Read first time and referred to Committee on Licensing, Regulatory Reform, State and Federal Affairs; 2025-02-11 - Public hearing held; 2025-02-14 - Fiscal estimate received; 2025-02-14 - Fiscal estimate received; 2025-02-14 - Fiscal estimate received; 2025-02-14 - Fiscal estimate received; 2025-02-14 - Fiscal estimate received; 2025-02-17 - Fiscal estimate received; 2025-02-17 - Fiscal estimate received; 2025-02-18 - Representative O'Connor added as a cosponsor; 2025-02-21 - Fiscal estimate received; 2025-02-24 - Fiscal estimate received; 2025-02-24 - Fiscal estimate received; 2025-02-24 - Fiscal estimate received; 2025-02-24 - Fiscal estimate received; 2025-02-24 - Fiscal estimate received; 2025-02-24 - Fiscal estimate received; 2025-02-25 - Fiscal estimate received; 2025-02-26 - Fiscal estimate received; 2025-02-26 - Fiscal estimate received; 2025-02-26 - Fiscal estimate received; 2025-02-26 - Fiscal estimate received; 2025-02-26 - Fiscal estimate received; 2025-02-26 - Fiscal estimate received; 2025-02-26 - Fiscal estimate received; 2025-02-27 - Fiscal estimate received; 2025-02-27 - Fiscal estimate received; 2025-02-27 - Fiscal estimate received; 2025-02-28 - Fiscal estimate received"
Senate Bill,1967564,SB28,2025-2026 Regular Session,"An incumbent transmission facility owner’s right to construct, own, and maintain certain transmission facilities and Public Service Commission procedures if the transmission facility is a regionally cost-shared transmission line.","An Act to repeal 196.485 (1) (cr), 196.485 (1) (ef) and 196.485 (3g); to create 196.485 (1) (cr), 196.485 (1) (ef) and 196.485 (3g) of the statutes; Relating to: an incumbent transmission facility owner’s right to construct, own, and maintain certain transmission facilities and Public Service Commission procedures if the transmission facility is a regionally cost-shared transmission line.",Introduced,2025-02-12,Public hearing held,2025-03-04,https://legiscan.com/WI/bill/SB28/2025,Bill Text/bill_3116168.pdf,Bill Text/bill_3116168.txt,Senate Amendment 1,Bill Text/amendment_233490.pdf,Bill Text/amendment_233490.txt,,2025-02-12 - Introduced; 2025-02-12 - Read first time and referred to Committee on Utilities and Tourism; 2025-02-13 - Senator Feyen added as a coauthor; 2025-02-14 - Senator Wanggaard added as a coauthor; 2025-02-27 - Senator Marklein added as a coauthor; 2025-03-03 - Senate Amendment 1 offered by Senator LeMahieu; 2025-03-04 - Public hearing held
Senate Bill,1967616,SB29,2025-2026 Regular Session,Requiring school boards to adopt policies to prohibit the use of wireless communication devices during instructional time.,An Act to amend 119.04 (1); to create 120.12 (29) of the statutes; Relating to: requiring school boards to adopt policies to prohibit the use of wireless communication devices during instructional time.,Introduced,2025-02-12,Senate Amendment 1 offered by Senator Cabral-Guevara,2025-02-24,https://legiscan.com/WI/bill/SB29/2025,Bill Text/bill_3116375.pdf,Bill Text/bill_3116375.txt,Senate Amendment 1,Bill Text/amendment_231500.pdf,Bill Text/amendment_231500.txt,,2025-02-12 - Introduced; 2025-02-12 - Read first time and referred to Committee on Education; 2025-02-24 - Senate Amendment 1 offered by Senator Cabral-Guevara
Senate Bill,1967868,SB30,2025-2026 Regular Session,"Required instruction in civics in the elementary and high school grades, high school graduation requirements, and private school educational program criteria. (FE)","An Act to amend 118.165 (1) (d) and 118.33 (1) (a) 1. b.; to create 115.28 (55v), 118.40 (2r) (b) 2. m., 118.40 (2x) (b) 2. m., 118.60 (2) (a) 10., 119.23 (2) (a) 10. and 121.02 (1) (L) 9. of the statutes; Relating to: required instruction in civics in the elementary and high school grades, high school graduation requirements, and private school educational program criteria. (FE)",Introduced,2025-02-12,Fiscal estimate received,2025-02-24,https://legiscan.com/WI/bill/SB30/2025,Bill Text/bill_3116628.pdf,Bill Text/bill_3116628.txt,,,,,2025-02-12 - Introduced; 2025-02-12 - Read first time and referred to Committee on Education; 2025-02-24 - Fiscal estimate received
Senate Bill,1967743,SB31,2025-2026 Regular Session,State agency status for certain physician assistants and advanced practice nurses who provide services without compensation for local health departments or school districts. (FE),"An Act to renumber and amend 251.07; to amend 165.25 (6) (c), 251.07 (title), 252.04 (9) and 895.46 (5) (b); to create 251.07 (1) and 252.01 (5) of the statutes; Relating to: state agency status for certain physician assistants and advanced practice nurses who provide services without compensation for local health departments or school districts. (FE)",Introduced,2025-02-12,Read first time and referred to Committee on Health,2025-02-12,https://legiscan.com/WI/bill/SB31/2025,Bill Text/bill_3116502.pdf,Bill Text/bill_3116502.txt,,,,,2025-02-12 - Introduced; 2025-02-12 - Read first time and referred to Committee on Health
Senate Bill,1967920,SB32,2025-2026 Regular Session,Requiring a school board to spend at least 70 percent of its operating expenditures on direct classroom expenditures and annual pay increases for school administrators. (FE),"An Act to amend 118.24 (1), 119.44 (2) (c) and 121.085 (1); to create 120.18 (1) (h) and 121.10 of the statutes; Relating to: requiring a school board to spend at least 70 percent of its operating expenditures on direct classroom expenditures and annual pay increases for school administrators. (FE)",Introduced,2025-02-12,Representative Gustafson added as a cosponsor,2025-02-18,https://legiscan.com/WI/bill/SB32/2025,Bill Text/bill_3116681.pdf,Bill Text/bill_3116681.txt,,,,,2025-02-12 - Introduced; 2025-02-12 - Read first time and referred to Committee on Education; 2025-02-14 - Fiscal estimate received; 2025-02-18 - Representative Gustafson added as a cosponsor
Senate Bill,1967893,SB33,2025-2026 Regular Session,Representations depicting nudity and providing a penalty.,"An Act to create 942.09 (1) (e), 942.09 (2) (am) 4. and 942.09 (3m) (a) 3. of the statutes; Relating to: representations depicting nudity and providing a penalty.",Introduced,2025-02-12,Public hearing held,2025-02-18,https://legiscan.com/WI/bill/SB33/2025,Bill Text/bill_3116654.pdf,Bill Text/bill_3116654.txt,,,,,2025-02-12 - Introduced; 2025-02-12 - Read first time and referred to Committee on Judiciary and Public Safety; 2025-02-18 - Public hearing held
Senate Bill,1967569,SB34,2025-2026 Regular Session,Withdrawal of candidacy for certain offices filled at the general election and providing a penalty. (FE),"An Act to create 8.35 (1m), 12.13 (3) (ag) and 12.60 (1) (am) of the statutes; Relating to: withdrawal of candidacy for certain offices filled at the general election and providing a penalty. (FE)",Introduced,2025-02-12,Fiscal estimate received,2025-02-21,https://legiscan.com/WI/bill/SB34/2025,Bill Text/bill_3116328.pdf,Bill Text/bill_3116328.txt,,,,,"2025-02-12 - Introduced; 2025-02-12 - Read first time and referred to Committee on Licensing, Regulatory Reform, State and Federal Affairs; 2025-02-21 - Fiscal estimate received"
Senate Bill,1967943,SB35,2025-2026 Regular Session,Law enforcement and firefighter annuitants in the Wisconsin Retirement System who are rehired by a participating employer. (FE),"An Act to amend 40.22 (1), 40.22 (2m) (intro.), 40.22 (2r) (intro.) and 40.22 (3) (intro.); to create 40.26 (7) of the statutes; Relating to: law enforcement and firefighter annuitants in the Wisconsin Retirement System who are rehired by a participating employer. (FE)",Introduced,2025-02-12,Fiscal estimate received,2025-03-03,https://legiscan.com/WI/bill/SB35/2025,Bill Text/bill_3116704.pdf,Bill Text/bill_3116704.txt,,,,,2025-02-12 - Introduced; 2025-02-12 - Read first time and referred to Committee on Judiciary and Public Safety; 2025-02-20 - Representative Green withdrawn as a cosponsor; 2025-03-03 - Fiscal estimate received
Senate Bill,1967767,SB36,2025-2026 Regular Session,An income tax exemption for cash tips paid to an employee. (FE),"An Act to repeal 71.63 (6) (n) 1. and 71.63 (6) (n) 2.; to renumber and amend 71.63 (6) (n) (intro.); to amend 71.05 (6) (b) 19. cm., 71.05 (6) (b) 19. dm., 71.05 (6) (b) 28. e., 71.05 (6) (b) 28. f., 71.05 (6) (b) 32. b., 71.05 (6) (b) 32. c., 71.05 (6) (b) 33. b., 71.05 (6) (b) 33. c., 71.05 (6) (b) 35. c., 71.05 (6) (b) 35. d., 71.05 (6) (b) 38. c., 71.05 (6) (b) 38. d., 71.05 (6) (b) 42. c., 71.05 (6) (b) 42. d. and 71.05 (6) (b) 43. f.; to create 71.05 (1) (j) of the statutes; Relating to: an income tax exemption for cash tips paid to an employee. (FE)",Introduced,2025-02-12,Fiscal estimate received,2025-02-28,https://legiscan.com/WI/bill/SB36/2025,Bill Text/bill_3116526.pdf,Bill Text/bill_3116526.txt,,,,,2025-02-12 - Introduced; 2025-02-12 - Read first time and referred to Committee on Agriculture and Revenue; 2025-02-18 - Representative Gustafson added as a cosponsor; 2025-02-28 - Fiscal estimate received
Senate Bill,1967995,SB37,2025-2026 Regular Session,Local regulation of vegetable gardens.,An Act to create 66.04075 of the statutes; Relating to: local regulation of vegetable gardens.,Introduced,2025-02-12,Read first time and referred to Committee on Transportation and Local Government,2025-02-12,https://legiscan.com/WI/bill/SB37/2025,Bill Text/bill_3116757.pdf,Bill Text/bill_3116757.txt,,,,,2025-02-12 - Introduced; 2025-02-12 - Read first time and referred to Committee on Transportation and Local Government
Senate Bill,1967665,SB38,2025-2026 Regular Session,Personalized registration plate fees for gold star family special registration plates. (FE),An Act to amend 341.145 (3) of the statutes; Relating to: personalized registration plate fees for gold star family special registration plates. (FE),Introduced,2025-02-12,Read first time and referred to Committee on Transportation and Local Government,2025-02-12,https://legiscan.com/WI/bill/SB38/2025,Bill Text/bill_3116424.pdf,Bill Text/bill_3116424.txt,,,,,2025-02-12 - Introduced; 2025-02-12 - Read first time and referred to Committee on Transportation and Local Government
Senate Bill,1967692,SB39,2025-2026 Regular Session,Establishment of a Palliative Care Council. (FE),An Act to create 15.197 (22m) and 146.695 of the statutes; Relating to: establishment of a Palliative Care Council. (FE),Introduced,2025-02-12,Fiscal estimate received,2025-03-05,https://legiscan.com/WI/bill/SB39/2025,Bill Text/bill_3116451.pdf,Bill Text/bill_3116451.txt,Senate Amendment 1,Bill Text/amendment_229838.pdf,Bill Text/amendment_229838.txt,,2025-02-12 - Introduced; 2025-02-12 - Read first time and referred to Committee on Health; 2025-02-13 - Representative Sinicki added as a cosponsor; 2025-02-18 - Senate Amendment 1 offered by Senator James; 2025-02-18 - Representative Fitzgerald added as a cosponsor; 2025-03-05 - Fiscal estimate received
Senate Bill,1967817,SB40,2025-2026 Regular Session,"Flags flown, hung, or displayed from a flagpole or the exterior of state and local buildings and eliminating a related administrative rule.","An Act to create 1.14 (1m) of the statutes; Relating to: flags flown, hung, or displayed from a flagpole or the exterior of state and local buildings and eliminating a related administrative rule.",Introduced,2025-02-12,"Read first time and referred to Committee on Licensing, Regulatory Reform, State and Federal Affairs",2025-02-12,https://legiscan.com/WI/bill/SB40/2025,Bill Text/bill_3116578.pdf,Bill Text/bill_3116578.txt,,,,,"2025-02-12 - Introduced; 2025-02-12 - Read first time and referred to Committee on Licensing, Regulatory Reform, State and Federal Affairs"
Senate Bill,1967641,SB41,2025-2026 Regular Session,School safety grants and making an appropriation. (FE),An Act to repeal 20.455 (2) (fc); to create 20.455 (2) (fc) of the statutes; Relating to: school safety grants and making an appropriation. (FE),Introduced,2025-02-12,Read first time and referred to Committee on Education,2025-02-12,https://legiscan.com/WI/bill/SB41/2025,Bill Text/bill_3116400.pdf,Bill Text/bill_3116400.txt,,,,,2025-02-12 - Introduced; 2025-02-12 - Read first time and referred to Committee on Education
Senate Bill,1967717,SB42,2025-2026 Regular Session,"Permitting pharmacists to prescribe certain contraceptives, extending the time limit for emergency rule procedures, providing an exemption from emergency rule procedures, granting rule-making authority, and providing a penalty. (FE)","An Act to amend 450.095 (title) and 450.095 (3); to create 49.46 (2) (bg), 450.01 (16) (L), 450.095 (1) (ag) and (ar) and 450.095 (2m) of the statutes; Relating to: permitting pharmacists to prescribe certain contraceptives, extending the time limit for emergency rule procedures, providing an exemption from emergency rule procedures, granting rule-making authority, and providing a penalty. (FE)",Introduced,2025-02-12,Fiscal estimate received,2025-03-03,https://legiscan.com/WI/bill/SB42/2025,Bill Text/bill_3116477.pdf,Bill Text/bill_3116477.txt,,,,,2025-02-12 - Introduced; 2025-02-12 - Read first time and referred to Committee on Health; 2025-02-13 - Representatives Kirsch and Sinicki added as cosponsors; 2025-02-17 - Representative Joers added as a cosponsor; 2025-02-18 - Senators Spreitzer and Habush Sinykin added as coauthors; 2025-02-18 - Representative Fitzgerald added as a cosponsor; 2025-02-19 - Representative Tusler added as a cosponsor; 2025-02-21 - Representative Madison added as a cosponsor; 2025-03-03 - Fiscal estimate received
Senate Bill,1968044,SB43,2025-2026 Regular Session,"Allowing advanced practice nurse prescribers to pronounce the date, time, and place of a patient’s death for purposes of the preparation of death records.","An Act to amend 69.01 (6g); to create 69.01 (1g) and 69.18 (1) (cL) of the statutes; Relating to: allowing advanced practice nurse prescribers to pronounce the date, time, and place of a patient’s death for purposes of the preparation of death records.",Introduced,2025-02-12,Representative Tusler added as a cosponsor,2025-02-19,https://legiscan.com/WI/bill/SB43/2025,Bill Text/bill_3116806.pdf,Bill Text/bill_3116806.txt,,,,,2025-02-12 - Introduced; 2025-02-12 - Read first time and referred to Committee on Health; 2025-02-19 - Representative Tusler added as a cosponsor
Senate Bill,1967592,SB44,2025-2026 Regular Session,Local regulation of fowl.,An Act to create 66.0443 of the statutes; Relating to: local regulation of fowl.,Introduced,2025-02-12,Representative Tusler added as a cosponsor,2025-02-19,https://legiscan.com/WI/bill/SB44/2025,Bill Text/bill_3116351.pdf,Bill Text/bill_3116351.txt,,,,,2025-02-12 - Introduced; 2025-02-12 - Read first time and referred to Committee on Transportation and Local Government; 2025-02-19 - Representative Tusler added as a cosponsor
Senate Bill,1974279,SB45,2025-2026 Regular Session,"State finances and appropriations, constituting the executive budget act of the 2025 legislature. (FE)","An Act; Relating to: state finances and appropriations, constituting the executive budget act of the 2025 legislature. (FE)",Introduced,2025-02-18,Read first time and referred to Joint Committee on Finance,2025-02-18,https://legiscan.com/WI/bill/SB45/2025,Bill Text/bill_3129169.pdf,Bill Text/bill_3129169.txt,,,,,2025-02-18 - Introduced; 2025-02-18 - Read first time and referred to Joint Committee on Finance
Senate Bill,1979310,SB46,2025-2026 Regular Session,The suspension of a rule of the Elections Commission.,An Act to create 5.051 of the statutes; Relating to: the suspension of a rule of the Elections Commission.,Introduced,2025-02-21,Read first time and referred to Committee on Administrative Rules,2025-02-21,https://legiscan.com/WI/bill/SB46/2025,Bill Text/bill_3135840.pdf,Bill Text/bill_3135840.txt,,,,,2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Administrative Rules
Senate Bill,1979747,SB47,2025-2026 Regular Session,The suspension of a rule of the Elections Commission.,An Act to create 5.051 of the statutes; Relating to: the suspension of a rule of the Elections Commission.,Introduced,2025-02-21,Read first time and referred to Committee on Administrative Rules,2025-02-21,https://legiscan.com/WI/bill/SB47/2025,Bill Text/bill_3136227.pdf,Bill Text/bill_3136227.txt,,,,,2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Administrative Rules
Senate Bill,1979670,SB48,2025-2026 Regular Session,The suspension of a rule of the Elections Commission.,An Act to create 5.051 of the statutes; Relating to: the suspension of a rule of the Elections Commission.,Introduced,2025-02-21,Read first time and referred to Committee on Administrative Rules,2025-02-21,https://legiscan.com/WI/bill/SB48/2025,Bill Text/bill_3136158.pdf,Bill Text/bill_3136158.txt,,,,,2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Administrative Rules
Senate Bill,1979412,SB49,2025-2026 Regular Session,Repealing an administrative rule of the Department of Natural Resources related to the possession of firearms.,An Act Relating to: repealing an administrative rule of the Department of Natural Resources related to the possession of firearms.,Introduced,2025-02-21,Read first time and referred to Committee on Administrative Rules,2025-02-21,https://legiscan.com/WI/bill/SB49/2025,Bill Text/bill_3135931.pdf,Bill Text/bill_3135931.txt,,,,,2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Administrative Rules
Senate Bill,1979513,SB50,2025-2026 Regular Session,"Health care costs omnibus, granting rule-making authority, making an appropriation, and providing a penalty. (FE)","An Act to repeal 49.45 (18) (ag); to renumber and amend 632.895 (6); to amend 49.45 (18) (ac), 609.83 and 632.895 (6) (title); to create 15.07 (3) (bm) 7., 15.735, 20.145 (1) (a), 20.145 (1) (g) 4., 49.45 (18) (b) 8., 255.056 (2g), 450.085 (3), 601.31 (1) (nv), 601.31 (1) (nw), 601.41 (14), 601.415 (14), 601.56, 601.57, 601.575, subchapter VI of chapter 601 [precedes 601.78], 632.865 (2m), 632.868, 632.869 and 632.895 (6) (b) of the statutes; Relating to: health care costs omnibus, granting rule-making authority, making an appropriation, and providing a penalty. (FE)",Introduced,2025-02-21,Read first time and referred to Committee on Health,2025-02-21,https://legiscan.com/WI/bill/SB50/2025,Bill Text/bill_3136021.pdf,Bill Text/bill_3136021.txt,,,,,2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Health
Senate Bill,1979387,SB51,2025-2026 Regular Session,Flags flown at state and local government buildings and eliminating a related administrative rule.,An Act to create 1.14 (1) (am) and 1.14 (1m) of the statutes; Relating to: flags flown at state and local government buildings and eliminating a related administrative rule.,Introduced,2025-02-21,"Read first time and referred to Committee on Licensing, Regulatory Reform, State and Federal Affairs",2025-02-21,https://legiscan.com/WI/bill/SB51/2025,Bill Text/bill_3135909.pdf,Bill Text/bill_3135909.txt,,,,,"2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Licensing, Regulatory Reform, State and Federal Affairs"
Senate Bill,1979285,SB52,2025-2026 Regular Session,Copies of and inspection or disclosure of information contained in certain vital records. (FE),"An Act to amend 69.20 (2) (b), 69.21 (1) (a) 2. a., 69.21 (2) (a), 69.21 (2) (b), 69.21 (2) (d) 1. and 69.30 (3) of the statutes; Relating to: copies of and inspection or disclosure of information contained in certain vital records. (FE)",Introduced,2025-02-21,Read first time and referred to Committee on Transportation and Local Government,2025-02-21,https://legiscan.com/WI/bill/SB52/2025,Bill Text/bill_3135818.pdf,Bill Text/bill_3135818.txt,,,,,2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Transportation and Local Government
Senate Bill,1979619,SB53,2025-2026 Regular Session,Requiring the display of the national motto in public schools and on public buildings. (FE),An Act to amend 1.14 (title) and 118.06 (title); to create 1.14 (3) and 118.06 (3) of the statutes; Relating to: requiring the display of the national motto in public schools and on public buildings. (FE),Introduced,2025-02-21,Fiscal estimate received,2025-02-26,https://legiscan.com/WI/bill/SB53/2025,Bill Text/bill_3136112.pdf,Bill Text/bill_3136112.txt,,,,,"2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Licensing, Regulatory Reform, State and Federal Affairs; 2025-02-26 - Fiscal estimate received"
Senate Bill,1979237,SB54,2025-2026 Regular Session,Requirements concerning assistance in the detention of individuals who are or are alleged to be not lawfully present in the United States.,An Act to create 20.932 of the statutes; Relating to: requirements concerning assistance in the detention of individuals who are or are alleged to be not lawfully present in the United States.,Introduced,2025-02-21,"Read first time and referred to Committee on Licensing, Regulatory Reform, State and Federal Affairs",2025-02-21,https://legiscan.com/WI/bill/SB54/2025,Bill Text/bill_3135776.pdf,Bill Text/bill_3135776.txt,,,,,"2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Licensing, Regulatory Reform, State and Federal Affairs"
Senate Bill,1979722,SB55,2025-2026 Regular Session,Prohibiting the Department of Justice from using the legal services of nongovernmental employees. (FE),An Act to create 165.252 of the statutes; Relating to: prohibiting the Department of Justice from using the legal services of nongovernmental employees. (FE),Introduced,2025-02-21,Read first time and referred to Committee on Judiciary and Public Safety,2025-02-21,https://legiscan.com/WI/bill/SB55/2025,Bill Text/bill_3136205.pdf,Bill Text/bill_3136205.txt,,,,,2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Judiciary and Public Safety
Senate Bill,1979645,SB56,2025-2026 Regular Session,The use of federal capitalization grant funds for lead service line replacement. (FE),An Act to amend 281.61 (2r) (e) of the statutes; Relating to: the use of federal capitalization grant funds for lead service line replacement. (FE),Introduced,2025-02-21,Read first time and referred to Committee on Utilities and Tourism,2025-02-21,https://legiscan.com/WI/bill/SB56/2025,Bill Text/bill_3136136.pdf,Bill Text/bill_3136136.txt,,,,,2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Utilities and Tourism
Senate Bill,1979697,SB57,2025-2026 Regular Session,County sheriff assistance with certain federal immigration functions. (FE),An Act to create 59.28 (3) and 79.039 (1g) of the statutes; Relating to: county sheriff assistance with certain federal immigration functions. (FE),Introduced,2025-02-21,"Read first time and referred to Committee on Licensing, Regulatory Reform, State and Federal Affairs",2025-02-21,https://legiscan.com/WI/bill/SB57/2025,Bill Text/bill_3136183.pdf,Bill Text/bill_3136183.txt,,,,,"2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Licensing, Regulatory Reform, State and Federal Affairs"
Senate Bill,1979544,SB58,2025-2026 Regular Session,Referendum questions for certain referenda that affect property taxes. (FE),"An Act to renumber and amend 67.05 (3) (d); to amend 38.16 (3) (br) 3., 66.0602 (4) (c) and 121.91 (3) (c); to create 67.05 (3) (d) 3., 4. and 5. of the statutes; Relating to: referendum questions for certain referenda that affect property taxes. (FE)",Introduced,2025-02-21,Read first time and referred to Committee on Education,2025-02-21,https://legiscan.com/WI/bill/SB58/2025,Bill Text/bill_3136049.pdf,Bill Text/bill_3136049.txt,,,,,2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Education
Senate Bill,1979569,SB59,2025-2026 Regular Session,Tuition and fee remission for certain veterans and their dependents enrolled in the University of Wisconsin System or a technical college. (FE),"An Act to amend 36.27 (3n) (a) 1m. a., 36.27 (3n) (a) 1m. b., 36.27 (3n) (b) (intro.), 36.27 (3n) (bd), 36.27 (3n) (bg), 36.27 (3n) (bm), 36.27 (3n) (c), 36.27 (3p) (a) 1r. (intro.), 38.24 (7) (a) 1m. a., 38.24 (7) (a) 1m. b., 38.24 (7) (a) 1p., 38.24 (7) (b) (intro.), 38.24 (7) (bd), 38.24 (7) (bg), 38.24 (7) (bm) and 38.24 (8) (a) 1r. (intro.); to create 36.27 (3n) (a) 1r. of the statutes; Relating to: tuition and fee remission for certain veterans and their dependents enrolled in the University of Wisconsin System or a technical college. (FE)",Introduced,2025-02-21,Read first time and referred to Committee on Universities and Technical Colleges,2025-02-21,https://legiscan.com/WI/bill/SB59/2025,Bill Text/bill_3136071.pdf,Bill Text/bill_3136071.txt,,,,,2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Universities and Technical Colleges
Senate Bill,1979797,SB60,2025-2026 Regular Session,Expanding the homestead income tax credit. (FE),"An Act to repeal 71.54 (1) (g) 5. and 71.54 (1) (g) 7.; to amend 71.54 (1) (g) (intro.), 71.54 (1) (g) 4., 71.54 (1) (g) 6. (intro.), 71.54 (2) (b) 4. and 71.54 (2m); to create 71.54 (1) (h) and 71.54 (2) (b) 5. of the statutes; Relating to: expanding the homestead income tax credit. (FE)",Introduced,2025-02-21,Read first time and referred to Committee on Agriculture and Revenue,2025-02-21,https://legiscan.com/WI/bill/SB60/2025,Bill Text/bill_3136273.pdf,Bill Text/bill_3136273.txt,,,,,2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Agriculture and Revenue
Senate Bill,1979438,SB61,2025-2026 Regular Session,Excluding expenditures funded by referenda from shared costs for the purpose of determining equalization aid for school districts. (FE),An Act to amend 121.07 (6) (a) (intro.) and 121.07 (6) (am); to create 121.07 (6) (ap) of the statutes; Relating to: excluding expenditures funded by referenda from shared costs for the purpose of determining equalization aid for school districts. (FE),Introduced,2025-02-21,Read first time and referred to Committee on Education,2025-02-21,https://legiscan.com/WI/bill/SB61/2025,Bill Text/bill_3135955.pdf,Bill Text/bill_3135955.txt,,,,,2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Education
Senate Bill,1979463,SB62,2025-2026 Regular Session,Financing the operating costs and certain out-of-state projects of nonprofit institutions and compensation of employees of the Wisconsin Health and Educational Facilities Authority. (FE),"An Act to amend 231.02 (2), 231.03 (13) and 231.08 (8); to create 231.03 (6) (L) of the statutes; Relating to: financing the operating costs and certain out-of-state projects of nonprofit institutions and compensation of employees of the Wisconsin Health and Educational Facilities Authority. (FE)",Introduced,2025-02-21,Fiscal estimate received,2025-02-26,https://legiscan.com/WI/bill/SB62/2025,Bill Text/bill_3135977.pdf,Bill Text/bill_3135977.txt,,,,,"2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Government Operations, Labor and Economic Development; 2025-02-26 - Fiscal estimate received"
Senate Bill,1979335,SB63,2025-2026 Regular Session,Ratification of the Driver License Compact. (FE),An Act to create 85.65 of the statutes; Relating to: ratification of the Driver License Compact. (FE),Introduced,2025-02-21,Read first time and referred to Committee on Transportation and Local Government,2025-02-21,https://legiscan.com/WI/bill/SB63/2025,Bill Text/bill_3135862.pdf,Bill Text/bill_3135862.txt,,,,,2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Transportation and Local Government
Senate Bill,1979594,SB64,2025-2026 Regular Session,Injuring or killing a police or fire animal and providing a penalty.,An Act to amend 951.18 (2m) of the statutes; Relating to: injuring or killing a police or fire animal and providing a penalty.,Introduced,2025-02-21,Representative McCarville added as a cosponsor,2025-03-04,https://legiscan.com/WI/bill/SB64/2025,Bill Text/bill_3136092.pdf,Bill Text/bill_3136092.txt,,,,,2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Judiciary and Public Safety; 2025-03-04 - Representative McCarville added as a cosponsor
Senate Bill,1979488,SB65,2025-2026 Regular Session,Impoundment of vehicles used in certain reckless driving offenses. (FE),An Act to amend 349.115 (1) and 349.115 (3); to create 349.115 (1m) of the statutes; Relating to: impoundment of vehicles used in certain reckless driving offenses. (FE),Introduced,2025-02-21,Read first time and referred to Committee on Judiciary and Public Safety,2025-02-21,https://legiscan.com/WI/bill/SB65/2025,Bill Text/bill_3135999.pdf,Bill Text/bill_3135999.txt,,,,,2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Judiciary and Public Safety
